source,id,confidence,n_load_bearing_walls,n_annotated_columns,n_derived_columns,n_columns,n_lines_x,n_lines_y,footprint_x,footprint_y,area,span_x_mean,span_x_min,span_x_max,span_x_std,span_y_mean,span_y_min,span_y_max,span_y_std,cols_per_karea,aspect_ratio,cov_x,cov_y,regularity,perimeter_cols,interior_cols,interior_ratio,span_ratio_xy
Swiss,36481,verified,39,0,36,36,6,7,12.41,27.35,339.414,2.482,0.48,5.34,1.969,4.558,0.43,8.54,2.543,106.065,0.454,0.793,0.558,0.425,20,16,0.444,0.544
Swiss,36491,verified,42,0,43,43,6,8,12.44,27.41,340.98,2.488,0.48,5.34,1.971,3.916,0.43,8.09,2.652,126.107,0.454,0.792,0.677,0.405,22,21,0.488,0.635
Swiss,36524,verified,52,0,41,41,5,10,12.26,23.9,293.014,3.065,1.43,4.77,1.459,2.656,1.79,3.5,0.709,139.925,0.513,0.476,0.267,0.574,25,16,0.39,1.154
Swiss,36511,verified,48,0,43,43,6,9,12.29,23.96,294.468,2.458,0.6,5.83,2.009,2.995,0.69,4.4,1.097,146.026,0.513,0.817,0.366,0.458,23,20,0.465,0.821
Swiss,36537,verified,47,0,40,40,6,8,12.35,24.09,297.512,2.47,0.6,5.86,2.02,3.441,2.84,4.22,0.516,134.449,0.513,0.818,0.15,0.508,22,18,0.45,0.718
Swiss,39909,verified,34,0,35,35,7,7,15.23,27.04,411.819,2.538,0.64,5.44,1.52,4.507,0.82,8.2,2.844,84.989,0.563,0.599,0.631,0.448,17,18,0.514,0.563
Swiss,39906,verified,159,0,85,85,14,14,66.96,54.94,3678.782,5.151,1.86,11.12,2.731,4.226,1.97,11.3,2.616,23.105,1.219,0.53,0.619,0.465,21,64,0.753,1.219
Swiss,39911,verified,151,2,69,69,12,15,67.42,55.06,3712.145,6.129,2.16,14.09,3.197,3.933,1.32,11.33,2.791,18.588,1.224,0.522,0.71,0.448,20,49,0.71,1.558
Swiss,39901,verified,72,4,69,73,15,15,32.97,17.18,566.425,2.355,0.82,8.92,2.029,1.227,0.02,2.65,0.87,128.879,1.919,0.861,0.709,0.389,19,54,0.74,1.919
Swiss,39908,verified,107,0,51,51,10,11,43.8,53.15,2327.97,4.867,1.25,11.23,3.165,5.315,2.19,11.43,2.75,21.907,0.824,0.65,0.517,0.461,15,36,0.706,0.916
Swiss,39907,verified,142,0,83,83,14,14,60.11,53.14,3194.245,4.624,1.22,11.27,3.143,4.088,1.13,11.34,2.732,25.984,1.131,0.68,0.668,0.426,20,63,0.759,1.131
Swiss,36117,verified,148,0,65,65,8,9,14.52,13.28,192.826,2.074,0.75,3.97,1.135,1.66,0.72,3.36,0.974,337.092,1.093,0.547,0.587,0.469,29,36,0.554,1.25
Swiss,36123,verified,33,0,69,69,8,10,11.65,13.17,153.43,1.664,0.37,2.83,0.79,1.463,0.73,3.23,0.707,449.715,0.885,0.475,0.483,0.511,31,38,0.551,1.137
Swiss,36146,verified,160,0,76,76,9,11,14.53,15.5,225.215,1.816,0.37,6.19,1.906,1.55,0.49,4.19,1.176,337.455,0.937,1.049,0.758,0.356,35,41,0.539,1.172
Swiss,36139,verified,31,0,69,69,7,12,11.81,14.11,166.639,1.968,0.45,4.85,1.495,1.283,0.38,3.95,0.962,414.068,0.837,0.76,0.75,0.398,32,37,0.536,1.534
Swiss,36170,verified,168,0,93,93,10,12,14.63,16.38,239.639,1.626,0.25,5.06,1.516,1.489,0.73,3.23,0.769,388.083,0.893,0.933,0.517,0.408,33,60,0.645,1.092
Swiss,36188,verified,38,0,83,83,9,11,11.88,14.99,178.081,1.485,0.28,2.9,0.814,1.499,0.56,3.28,0.941,466.08,0.793,0.548,0.628,0.46,32,51,0.614,0.991
Swiss,36211,verified,144,0,64,64,8,9,14.54,13.11,190.619,2.077,0.75,4.02,1.154,1.639,0.72,3.22,0.941,335.748,1.109,0.556,0.574,0.47,28,36,0.562,1.268
Swiss,36228,verified,29,0,61,61,7,9,12.07,13.55,163.549,2.012,1.31,2.93,0.673,1.694,0.75,3.43,1.004,372.978,0.891,0.334,0.592,0.519,28,33,0.541,1.188
Swiss,34759,verified,114,6,107,113,10,23,13.06,30.34,396.24,1.451,0.04,3.23,0.937,1.379,0.04,2.85,0.958,285.18,0.43,0.646,0.695,0.427,31,82,0.726,1.052
Swiss,34803,verified,336,18,107,113,11,23,13.06,30.32,395.979,1.306,0.01,3.23,0.988,1.378,0.04,2.85,0.959,285.369,0.431,0.756,0.696,0.408,31,82,0.726,0.948
Swiss,1016,verified,24,0,27,27,5,6,14.73,9.23,135.958,3.682,1.25,6.01,2.201,1.846,0.44,3.21,1.116,198.591,1.596,0.598,0.605,0.454,18,9,0.333,1.995
Swiss,1014,verified,26,0,23,23,6,4,14.51,5.04,73.13,2.902,0.6,6.05,2.394,1.68,0.24,4.14,1.748,314.507,2.879,0.825,1.04,0.349,15,8,0.348,1.727
Swiss,1015,verified,35,0,17,17,5,4,14.55,9.27,134.878,3.638,1.22,6.33,2.26,3.09,0.77,5.62,1.986,126.039,1.57,0.621,0.643,0.442,13,4,0.235,1.177
Swiss,1792,verified,17,0,20,20,4,6,5.14,9.36,48.11,1.713,1.26,2.13,0.356,1.872,0.38,6.44,2.305,415.711,0.549,0.208,1.231,0.41,12,8,0.4,0.915
Swiss,38994,verified,60,0,21,21,6,5,13.45,15.97,214.796,2.69,1.22,5.37,1.452,3.992,2.7,6.07,1.407,97.767,0.842,0.54,0.352,0.528,13,8,0.381,0.674
Swiss,38987,verified,35,0,22,22,6,5,13.36,15.87,212.023,2.672,1.2,5.3,1.431,3.967,2.66,6.04,1.402,103.762,0.842,0.535,0.353,0.529,13,9,0.409,0.673
Swiss,38991,verified,19,26,12,24,7,14,10.59,13.68,144.871,1.765,0.01,3.08,1.03,1.052,0.22,3.86,0.903,165.664,0.774,0.584,0.858,0.41,8,16,0.667,1.677
Swiss,38999,verified,16,18,14,23,11,7,17.73,10.61,188.115,1.773,0.25,8.52,2.355,1.768,0.01,4.68,1.665,122.265,1.671,1.328,0.941,0.306,10,13,0.565,1.003
Swiss,39004,verified,52,0,27,27,5,7,17.74,15.35,272.309,4.435,2.45,8.54,2.45,2.558,1.21,5.38,1.452,99.152,1.156,0.552,0.568,0.472,15,12,0.444,1.734
Swiss,39002,verified,29,1,24,25,6,7,17.59,15.22,267.72,3.518,0.07,8.46,2.781,2.537,0.04,7.1,2.282,93.381,1.156,0.791,0.9,0.372,13,12,0.48,1.387
Swiss,39016,verified,30,0,27,27,7,5,15.37,17.75,272.818,2.562,1.22,5.38,1.453,4.438,2.46,8.54,2.446,98.967,0.866,0.567,0.551,0.472,15,12,0.444,0.577
Swiss,39013,verified,16,32,15,31,9,20,11.57,17.67,204.442,1.446,0.01,3.15,0.883,0.93,0.01,5.43,1.118,151.632,0.655,0.61,1.202,0.356,9,22,0.71,1.555
Swiss,39011,verified,30,1,23,24,7,6,15.33,17.71,271.494,2.555,0.04,7.15,2.297,3.542,0.13,8.54,2.797,88.4,0.866,0.899,0.79,0.372,12,12,0.5,0.721
Swiss,39027,verified,31,1,21,22,6,7,15.94,13.45,214.393,3.188,0.06,6.01,1.999,2.242,0.04,5.33,1.644,102.615,1.185,0.627,0.733,0.424,11,11,0.5,1.422
Swiss,39022,verified,60,0,21,21,5,6,15.99,13.45,215.065,3.998,2.7,6.08,1.411,2.69,1.22,5.38,1.458,97.645,1.189,0.353,0.542,0.528,13,8,0.381,1.486
Swiss,39023,verified,18,34,13,29,20,13,19.62,12.86,252.313,1.033,0.27,2.8,0.78,1.072,0.03,3.53,0.842,114.937,1.526,0.755,0.786,0.394,8,21,0.724,0.964
Swiss,39030,verified,54,0,27,27,5,7,17.77,15.39,273.48,4.443,2.46,8.56,2.455,2.565,1.21,5.39,1.454,98.727,1.155,0.553,0.567,0.472,15,12,0.444,1.732
Swiss,39036,verified,28,1,23,24,6,7,17.78,15.39,273.634,3.556,0.06,8.57,2.819,2.565,0.04,7.18,2.307,87.708,1.155,0.793,0.899,0.371,12,12,0.5,1.386
Swiss,39033,verified,15,18,14,23,10,6,17.79,10.66,189.641,1.977,0.29,8.56,2.438,2.132,0.3,4.67,1.594,121.282,1.669,1.233,0.748,0.335,10,13,0.565,0.927
Swiss,39042,verified,60,0,32,32,7,6,15.43,17.82,274.963,2.572,1.22,5.41,1.46,3.564,0.65,8.51,2.7,116.379,0.866,0.568,0.758,0.43,16,16,0.5,0.722
Swiss,39044,verified,30,1,27,28,7,7,15.39,17.78,273.634,2.565,0.04,7.17,2.302,2.963,0.07,8.52,2.793,102.326,0.866,0.898,0.943,0.352,13,15,0.536,0.866
Swiss,39046,verified,19,32,19,36,9,18,11.31,17.66,199.735,1.414,0.01,3.22,0.93,1.039,0.01,3.93,0.866,180.239,0.64,0.658,0.833,0.401,11,25,0.694,1.361
Swiss,39050,verified,72,0,21,21,6,5,13.45,15.98,214.931,2.69,1.22,5.38,1.457,3.995,2.7,6.07,1.408,97.706,0.842,0.542,0.352,0.528,13,8,0.381,0.673
Swiss,39054,verified,37,1,22,23,7,6,13.39,15.87,212.499,2.232,0.04,5.3,1.634,3.174,0.14,5.9,1.943,108.236,0.844,0.732,0.612,0.427,12,11,0.478,0.703
Swiss,39052,verified,23,26,14,23,8,12,10.58,14.57,154.151,1.511,0.01,3.09,1.13,1.325,0.22,3.86,0.929,149.205,0.726,0.748,0.701,0.408,9,14,0.609,1.141
Swiss,39063,verified,27,1,23,24,6,7,17.73,15.35,272.155,3.546,0.06,8.55,2.811,2.558,0.04,7.16,2.299,88.185,1.155,0.793,0.899,0.372,12,12,0.5,1.386
Swiss,39065,verified,54,0,27,27,5,7,17.66,15.29,270.021,4.415,2.45,8.5,2.436,2.548,1.21,5.36,1.447,99.992,1.155,0.552,0.568,0.472,15,12,0.444,1.733
Swiss,39060,verified,14,18,14,23,12,7,17.69,10.59,187.337,1.608,0.01,8.51,2.303,1.765,0.01,4.58,1.614,122.773,1.67,1.432,0.914,0.299,10,13,0.565,0.911
Swiss,39069,verified,30,1,21,22,7,6,13.39,15.85,212.232,2.232,0.04,5.31,1.638,3.17,0.14,5.9,1.939,103.66,0.845,0.734,0.612,0.426,11,11,0.5,0.704
Swiss,39077,verified,18,33,13,29,13,20,12.84,19.5,250.38,1.07,0.02,3.45,0.816,1.026,0.29,2.78,0.782,115.824,0.658,0.762,0.762,0.396,8,21,0.724,1.043
Swiss,39073,verified,62,0,21,21,6,5,13.48,16.0,215.68,2.696,1.22,5.37,1.449,4.0,2.7,6.08,1.409,97.366,0.842,0.537,0.352,0.529,13,8,0.381,0.674
Swiss,1625,verified,59,8,48,55,14,13,24.59,20.37,500.898,1.892,0.02,3.26,1.218,1.698,0.01,5.68,1.95,109.803,1.207,0.644,1.149,0.358,13,42,0.764,1.114
Swiss,1664,verified,16,4,27,30,4,12,13.28,21.4,284.192,4.427,3.09,5.79,1.102,1.945,0.01,3.99,1.62,105.562,0.621,0.249,0.832,0.48,16,14,0.467,2.275
Swiss,1636,verified,45,0,45,45,7,7,18.03,13.58,244.847,3.005,1.21,6.17,2.222,2.263,0.38,5.56,1.693,183.788,1.328,0.739,0.748,0.402,22,23,0.511,1.328
Swiss,1666,verified,10,2,10,12,4,6,8.19,21.34,174.775,2.73,1.81,4.17,1.031,4.268,0.39,11.14,3.932,68.66,0.384,0.378,0.921,0.435,8,4,0.333,0.64
Swiss,1627,verified,53,0,45,45,7,7,17.94,13.51,242.369,2.99,1.2,6.14,2.208,2.252,0.38,5.53,1.685,185.667,1.328,0.738,0.748,0.402,22,23,0.511,1.328
Swiss,1632,verified,60,8,54,61,16,14,24.76,20.52,508.075,1.651,0.01,3.29,1.297,1.578,0.01,5.73,1.936,120.061,1.207,0.786,1.227,0.332,12,49,0.803,1.046
Swiss,1624,verified,42,0,56,56,8,8,18.28,17.14,313.319,2.611,0.45,6.26,2.323,2.449,1.39,5.65,1.483,178.731,1.067,0.889,0.606,0.401,28,28,0.5,1.067
Swiss,1649,verified,16,4,27,30,4,11,13.3,21.36,284.088,4.433,3.1,5.79,1.098,2.136,0.02,3.99,1.569,105.601,0.623,0.248,0.735,0.504,16,14,0.467,2.076
Swiss,1644,verified,12,0,18,18,3,6,10.19,21.41,218.168,5.095,4.4,5.79,0.695,4.282,2.96,5.99,1.022,82.505,0.476,0.136,0.239,0.727,14,4,0.222,1.19
Swiss,1621,verified,63,10,54,61,15,14,24.61,20.4,502.044,1.758,0.01,3.23,1.275,1.569,0.02,5.67,1.635,121.503,1.206,0.725,1.042,0.361,12,49,0.803,1.12
Swiss,1654,verified,16,4,27,30,4,12,13.28,21.4,284.192,4.427,3.09,5.78,1.098,1.945,0.01,3.99,1.622,105.562,0.621,0.248,0.834,0.48,16,14,0.467,2.275
Swiss,1665,verified,16,4,27,30,4,12,13.27,21.39,283.845,4.423,3.09,5.78,1.098,1.945,0.01,3.96,1.613,105.691,0.62,0.248,0.83,0.481,16,14,0.467,2.275
Swiss,1626,verified,59,8,69,76,14,16,24.5,20.3,497.35,1.885,0.02,3.26,1.226,1.353,0.01,3.11,1.168,152.81,1.207,0.651,0.863,0.398,13,63,0.829,1.393
Swiss,1622,verified,52,10,63,70,16,15,24.46,20.31,496.783,1.631,0.01,3.23,1.281,1.451,0.01,5.64,1.599,140.907,1.204,0.786,1.102,0.346,12,58,0.829,1.124
Swiss,1628,verified,77,8,56,63,13,15,24.53,20.36,499.431,2.044,0.17,3.27,1.139,1.454,0.01,5.68,1.596,126.144,1.205,0.557,1.097,0.377,13,50,0.794,1.406
Swiss,1630,verified,56,8,48,55,15,12,24.53,20.36,499.431,1.752,0.01,3.23,1.273,1.851,0.02,5.67,1.971,110.125,1.205,0.726,1.065,0.358,13,42,0.764,0.947
Swiss,1631,verified,55,0,48,48,8,7,18.38,17.26,317.239,2.626,0.46,6.26,2.321,2.877,1.4,5.69,1.987,151.306,1.065,0.884,0.691,0.388,26,22,0.458,0.913
Swiss,1633,verified,60,8,48,55,14,14,24.58,20.34,499.957,1.891,0.02,3.3,1.221,1.565,0.01,5.67,1.92,110.009,1.208,0.646,1.227,0.348,12,43,0.782,1.208
Swiss,1634,verified,59,8,48,55,13,13,24.68,20.45,504.706,2.057,0.18,3.25,1.143,1.704,0.01,5.69,1.956,108.974,1.207,0.556,1.148,0.37,13,42,0.764,1.207
Swiss,1635,verified,53,0,48,48,8,7,18.35,17.22,315.987,2.621,0.43,6.27,2.328,2.87,1.4,5.68,1.988,151.905,1.066,0.888,0.693,0.388,26,22,0.458,0.913
Swiss,1640,verified,17,6,27,30,5,12,13.31,21.4,284.834,3.327,0.01,5.78,2.138,1.945,0.01,3.99,1.606,105.325,0.622,0.643,0.825,0.405,14,16,0.533,1.71
Swiss,1645,verified,18,6,36,39,6,12,13.27,21.35,283.314,2.654,0.01,5.78,1.876,1.941,0.01,3.97,1.609,137.656,0.622,0.707,0.829,0.394,17,22,0.564,1.367
Swiss,1648,verified,13,4,18,21,5,8,13.28,21.4,284.192,3.32,2.19,5.77,1.459,3.057,0.04,5.99,2.145,73.894,0.621,0.44,0.701,0.467,14,7,0.333,1.086
Swiss,1650,verified,12,4,15,18,5,8,13.29,17.65,234.568,3.322,0.01,5.78,2.136,2.521,0.01,5.95,2.388,76.737,0.753,0.643,0.947,0.386,10,8,0.444,1.318
Swiss,1653,verified,18,4,33,36,6,12,13.3,21.36,284.088,2.66,0.01,5.77,1.862,1.942,0.02,3.97,1.488,126.721,0.623,0.7,0.766,0.405,16,20,0.556,1.37
Swiss,1655,verified,32,4,22,25,4,11,13.26,21.32,282.703,4.42,3.08,5.77,1.098,2.132,0.03,3.97,1.564,88.432,0.622,0.248,0.734,0.505,15,10,0.4,2.073
Swiss,1659,verified,10,6,9,12,4,6,13.28,17.65,234.392,4.427,3.1,5.77,1.09,3.53,0.07,5.95,2.11,51.196,0.752,0.246,0.598,0.542,10,2,0.167,1.254
Swiss,1660,verified,31,4,27,30,4,12,13.25,21.36,283.02,4.417,3.09,5.77,1.094,1.942,0.03,3.97,1.489,106.0,0.62,0.248,0.767,0.496,17,13,0.433,2.275
Swiss,1662,verified,6,0,8,8,4,2,4.39,7.26,31.871,1.463,0.24,2.17,0.868,7.26,7.26,7.26,0.0,251.009,0.605,0.594,0.0,0.628,8,0,0.0,0.202
Swiss,1643,verified,13,4,20,23,5,9,13.29,18.38,244.27,3.322,0.01,5.79,2.139,2.298,0.03,4.72,1.607,94.158,0.723,0.644,0.699,0.427,12,11,0.478,1.446
Swiss,1646,verified,13,0,13,13,4,4,6.38,21.42,136.66,2.127,1.44,2.72,0.527,7.14,3.54,11.21,3.149,95.127,0.298,0.248,0.441,0.592,10,3,0.231,0.298
Swiss,1661,verified,14,2,13,15,5,6,8.2,21.43,175.726,2.05,1.43,2.74,0.485,4.286,0.37,11.21,3.957,85.36,0.383,0.236,0.923,0.463,10,5,0.333,0.478
Swiss,1619,verified,68,8,72,79,14,13,24.48,20.32,497.434,1.883,0.17,3.23,1.201,1.693,0.01,5.67,1.57,158.815,1.205,0.638,0.927,0.39,14,65,0.823,1.112
Swiss,1629,verified,62,8,48,55,15,12,24.6,20.3,499.38,1.757,0.01,3.26,1.27,1.845,0.01,5.67,1.967,110.137,1.212,0.723,1.066,0.359,13,42,0.764,0.952
Swiss,1637,verified,8,0,12,12,4,3,4.5,7.31,32.895,1.5,0.14,2.2,0.962,3.655,3.16,4.15,0.495,364.797,0.616,0.641,0.135,0.563,10,2,0.167,0.41
Swiss,1639,verified,13,4,21,24,4,10,13.28,21.34,283.395,4.427,3.09,5.78,1.098,2.371,0.04,3.98,1.473,84.687,0.622,0.248,0.621,0.535,14,10,0.417,1.867
Swiss,1663,verified,19,4,39,42,6,14,13.33,21.43,285.662,2.666,0.01,5.8,1.87,1.648,0.01,3.99,1.423,147.027,0.622,0.701,0.863,0.39,18,24,0.571,1.617
Swiss,1623,verified,61,8,48,55,15,14,24.56,20.37,500.287,1.754,0.01,3.26,1.267,1.567,0.01,5.67,1.919,109.937,1.206,0.722,1.225,0.339,11,44,0.8,1.12
Swiss,1657,verified,9,0,15,15,4,4,4.73,7.53,35.617,1.577,0.27,2.3,0.926,2.51,1.16,3.28,0.958,421.148,0.628,0.587,0.382,0.508,12,3,0.2,0.628
Swiss,1658,verified,15,6,23,26,6,9,13.31,18.41,245.037,2.662,0.01,5.78,1.863,2.301,0.09,4.67,1.548,106.106,0.723,0.7,0.673,0.422,13,13,0.5,1.157
Swiss,1620,verified,67,8,63,70,14,15,24.58,20.29,498.728,1.891,0.01,3.26,1.219,1.449,0.01,5.66,1.581,140.357,1.211,0.645,1.091,0.366,13,57,0.814,1.305
Swiss,1638,verified,21,6,41,44,6,14,13.33,21.43,285.662,2.666,0.01,5.8,1.87,1.648,0.01,4.0,1.413,154.028,0.622,0.701,0.857,0.391,18,26,0.591,1.617
Swiss,1641,verified,11,2,13,15,5,6,8.21,21.4,175.694,2.052,1.43,2.73,0.481,4.28,0.35,11.2,3.954,85.376,0.384,0.234,0.924,0.463,10,5,0.333,0.48
Swiss,1642,verified,6,0,9,9,3,3,4.37,7.23,31.595,2.185,2.16,2.21,0.025,3.615,3.09,4.14,0.525,284.854,0.604,0.011,0.145,0.865,8,1,0.111,0.604
Swiss,1651,verified,11,2,13,15,5,6,8.19,21.36,174.938,2.048,1.44,2.73,0.479,4.272,0.38,11.15,3.932,85.744,0.383,0.234,0.92,0.464,10,5,0.333,0.479
Swiss,1652,verified,6,0,9,9,3,3,4.33,7.13,30.873,2.165,2.14,2.19,0.025,3.565,3.04,4.09,0.525,291.518,0.607,0.012,0.147,0.863,8,1,0.111,0.607
Swiss,1656,verified,10,0,10,10,3,4,6.37,21.33,135.872,3.185,2.2,4.17,0.985,7.11,3.51,11.17,3.144,73.599,0.299,0.309,0.442,0.571,8,2,0.2,0.448
Swiss,1133,verified,51,0,34,34,6,7,13.07,11.02,144.031,2.614,0.63,5.02,1.547,1.837,0.56,6.88,2.263,236.06,1.186,0.592,1.232,0.354,19,15,0.441,1.423
Swiss,1134,verified,258,0,30,30,6,7,14.08,10.91,153.613,2.816,0.59,5.13,1.724,1.818,0.44,6.78,2.238,195.296,1.291,0.612,1.231,0.352,17,13,0.433,1.549
Swiss,36994,verified,177,15,28,32,7,11,12.34,16.58,204.597,2.057,0.01,4.94,1.86,1.658,0.24,3.0,0.964,156.405,0.744,0.904,0.581,0.402,15,17,0.531,1.24
Swiss,36991,verified,51,0,16,16,4,5,9.57,16.54,158.288,3.19,1.08,4.48,1.504,4.135,0.36,6.97,2.777,101.082,0.579,0.472,0.672,0.467,10,6,0.375,0.771
Swiss,36990,verified,57,2,31,33,6,10,12.25,16.55,202.738,2.45,0.01,4.9,1.773,1.839,0.8,2.99,0.823,162.772,0.74,0.724,0.448,0.461,15,18,0.545,1.332
Swiss,37000,verified,159,0,27,27,7,7,9.56,14.37,137.377,1.593,0.42,3.75,1.341,2.395,0.4,5.92,2.109,196.539,0.665,0.842,0.881,0.367,12,15,0.556,0.665
Swiss,36996,verified,74,0,29,29,7,7,9.85,14.26,140.461,1.642,0.8,3.29,0.867,2.377,0.36,4.15,1.469,206.463,0.691,0.528,0.618,0.466,13,16,0.552,0.691
Swiss,36998,verified,57,0,16,16,4,6,9.44,13.78,130.083,3.147,2.62,3.7,0.441,2.756,0.41,5.68,2.054,122.998,0.685,0.14,0.745,0.53,10,6,0.375,1.142
Swiss,37012,verified,31,0,16,16,3,6,10.15,16.32,165.648,5.075,4.82,5.33,0.255,3.264,2.85,3.66,0.341,96.59,0.622,0.05,0.104,0.866,12,4,0.25,1.555
Swiss,37007,verified,27,0,6,6,3,2,10.02,16.33,163.627,5.01,4.77,5.25,0.24,16.33,16.33,16.33,0.0,36.669,0.614,0.048,0.0,0.954,6,0,0.0,0.307
Swiss,37019,verified,30,2,27,29,8,6,10.98,11.53,126.599,1.569,0.15,3.31,1.063,2.306,0.2,4.19,1.524,229.069,0.952,0.678,0.661,0.428,11,18,0.621,0.68
Swiss,37022,verified,99,6,33,35,9,7,10.95,11.59,126.91,1.369,0.09,3.29,1.222,1.932,0.45,4.0,1.112,275.785,0.945,0.893,0.576,0.405,13,22,0.629,0.709
Swiss,37027,verified,38,2,37,39,11,7,11.06,11.75,129.955,1.106,0.1,2.52,0.733,1.958,0.44,4.01,1.251,300.104,0.941,0.663,0.639,0.434,11,28,0.718,0.565
Swiss,37039,verified,72,12,9,13,7,6,16.63,12.16,202.221,2.772,0.03,6.16,2.607,2.432,0.03,5.3,2.23,64.286,1.368,0.941,0.917,0.35,6,7,0.538,1.14
Swiss,37035,verified,29,4,6,10,6,5,16.59,12.06,200.075,3.318,0.03,7.39,3.01,3.015,0.41,5.2,2.077,49.981,1.376,0.907,0.689,0.385,5,5,0.5,1.1
Swiss,37060,verified,19,0,19,19,4,6,9.26,9.42,87.229,3.087,1.38,3.99,1.207,1.884,0.25,3.39,1.31,217.817,0.983,0.391,0.696,0.479,12,7,0.368,1.638
Swiss,37056,verified,18,0,19,19,4,5,9.1,9.48,86.268,3.033,1.39,3.87,1.162,2.37,0.37,3.6,1.208,220.244,0.96,0.383,0.51,0.528,13,6,0.316,1.28
Swiss,37052,verified,54,0,19,19,4,5,9.24,9.53,88.057,3.08,1.39,3.93,1.195,2.382,0.29,3.77,1.281,215.769,0.97,0.388,0.538,0.519,13,6,0.316,1.293
Swiss,37044,verified,33,4,24,28,13,6,16.47,11.76,193.687,1.372,0.01,3.09,1.291,2.352,0.02,5.38,2.182,144.563,1.401,0.941,0.928,0.349,9,19,0.679,0.584
Swiss,1702,verified,87,0,32,32,5,7,11.44,17.49,200.086,2.86,0.43,5.16,2.034,2.915,0.51,4.1,1.294,159.932,0.654,0.711,0.444,0.464,17,15,0.469,0.981
Swiss,1701,verified,93,18,13,16,7,7,12.61,17.39,219.288,2.102,0.22,9.55,3.347,2.898,0.54,5.56,1.787,72.963,0.725,1.593,0.617,0.312,11,5,0.312,0.725
Swiss,44366,verified,152,0,34,34,4,9,10.72,18.38,197.034,3.573,1.39,4.99,1.566,2.298,0.35,3.85,1.356,172.559,0.583,0.438,0.59,0.493,22,12,0.353,1.555
Swiss,44368,verified,104,0,42,42,10,5,17.48,10.79,188.609,1.942,0.27,4.03,1.164,2.698,1.43,4.62,1.301,222.683,1.62,0.599,0.482,0.48,22,20,0.476,0.72
Swiss,44367,verified,156,0,13,13,3,5,10.67,18.61,198.569,5.335,4.99,5.68,0.345,4.652,0.58,7.58,2.909,65.469,0.573,0.065,0.625,0.592,11,2,0.154,1.147
Swiss,44369,verified,172,16,26,29,12,7,17.44,11.9,207.536,1.585,0.24,3.78,1.154,1.983,0.01,4.74,1.954,139.735,1.466,0.728,0.985,0.369,14,15,0.517,0.799
Swiss,1703,verified,792,143,25,35,17,17,25.24,21.62,545.689,1.578,0.02,4.97,1.461,1.351,0.01,3.95,1.261,64.139,1.167,0.926,0.933,0.35,4,31,0.886,1.167
Swiss,6275,verified,273,0,68,68,4,17,12.63,51.65,652.34,4.21,3.36,4.74,0.607,3.228,1.97,4.63,1.22,104.24,0.245,0.144,0.378,0.657,38,30,0.441,1.304
Swiss,6274,verified,111,0,8,8,4,2,35.03,11.39,398.992,11.677,6.76,19.95,5.885,11.39,11.39,11.39,0.0,20.051,3.076,0.504,0.0,0.665,8,0,0.0,1.025
Swiss,2027,verified,144,0,34,34,7,6,17.62,11.68,205.802,2.937,0.75,4.44,1.403,2.336,0.5,5.68,1.884,165.208,1.509,0.478,0.807,0.438,18,16,0.471,1.257
Swiss,2029,verified,152,0,36,36,9,6,18.45,11.67,215.312,2.306,0.61,4.41,1.349,2.334,0.99,4.03,1.236,167.2,1.581,0.585,0.529,0.473,19,17,0.472,0.988
Swiss,2063,verified,580,140,36,42,11,15,15.05,24.16,363.608,1.505,0.04,5.19,1.515,1.726,0.01,5.48,1.755,115.509,0.623,1.007,1.017,0.331,21,21,0.5,0.872
Swiss,2067,verified,450,0,31,31,5,7,15.01,24.13,362.191,3.753,1.42,6.09,1.831,4.022,0.4,7.19,2.101,85.59,0.622,0.488,0.522,0.497,19,12,0.387,0.933
Swiss,2065,verified,460,0,33,33,5,8,14.98,24.05,360.269,3.745,0.84,6.64,2.626,3.436,0.38,7.18,2.239,91.598,0.623,0.701,0.652,0.425,19,14,0.424,1.09
Swiss,2064,verified,40,0,22,22,4,7,15.02,23.77,357.025,5.007,1.43,7.48,2.59,3.962,0.4,7.45,2.859,61.62,0.632,0.517,0.722,0.447,15,7,0.318,1.264
Swiss,2068,verified,46,0,26,26,5,6,15.08,23.85,359.658,3.77,0.85,6.66,2.64,4.77,0.4,7.47,2.643,72.291,0.632,0.7,0.554,0.444,15,11,0.423,0.79
Swiss,2066,verified,51,14,30,37,12,14,15.19,24.05,365.32,1.381,0.02,5.24,1.455,1.85,0.02,5.59,2.099,101.281,0.632,1.054,1.135,0.314,18,19,0.514,0.746
Swiss,37906,verified,128,0,35,35,4,9,11.96,18.15,217.074,3.987,1.53,5.59,1.764,2.269,1.18,3.58,0.928,161.235,0.659,0.442,0.409,0.54,22,13,0.371,1.757
Swiss,37909,verified,27,0,46,46,5,11,12.0,18.21,218.52,3.0,1.66,4.72,1.202,1.821,0.37,3.59,1.068,210.507,0.659,0.401,0.586,0.503,27,19,0.413,1.647
Swiss,37918,verified,99,0,35,35,4,9,11.86,17.91,212.413,3.953,1.51,5.55,1.755,2.239,1.17,3.55,0.906,164.774,0.662,0.444,0.405,0.541,22,13,0.371,1.766
Swiss,37923,verified,32,0,35,35,4,9,11.89,17.98,213.782,3.963,1.51,5.56,1.761,2.248,1.15,3.56,0.914,163.718,0.661,0.444,0.407,0.54,22,13,0.371,1.763
